"orf_name","lfc","DE","GENENAME","DESCRIPTION"
"YGL257C",0.772853787358585,"Up","MNT2","Mannosyltransferase; involved in adding the 4th and 5th mannose residues of O-linked glycans"
"YOL084W",0.7601423628699605,"Up","PHM7","Protein of unknown function; expression is regulated by phosphate levels; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; protein abundance increases in response to DNA replication stress"
"YKL106C-A",0.7382970001088953,"Up",NULL,"Putative protein of unknown function; identified by homology to uncharacterized proteins in other fungi"
"YLR054C",0.7153536636688886,"Up","OSW2","Protein of unknown function reputedly involved in spore wall assembly"
"YMR057C",0.7120932110604783,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF AAC1"
"YLR004C",0.7059230917619198,"Up","THI73","Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs"
"YER175W-A",0.7055997701813356,"Up",NULL,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YKL175W",0.7010970683608223,"Up","ZRT3","Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency"
"YCL048W-A",0.6995702325206461,"Up",NULL,"Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCL048W-A has a paralog, YDR524C-B, that arose from the whole genome duplication"
"YNL093W",0.6988433710032503,"Up","YPT53","Stress-induced Rab family GTPase; required for vacuolar protein sorting and endocytosis; involved in ionic stress tolerance; similar to Vps21p and Ypt52p; functional homolog of Vps21p; mammalian Rab5 homolog; YPT53 has a paralog, VPS21, that arose from the whole genome duplication"
"YHL035C",0.6919365518371209,"Up","VMR1","Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication"
"YMR058W",0.6884266017994348,"Up","FET3","Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress"
"YAL062W",0.6788519927722781,"Up","GDH3","NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication"
"YMR316C-A",0.6780875605720631,"Up",NULL,"Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; mRNA identified as translated by ribosome profiling data; overlaps the verified gene DIA1/YMR316W"
"YKL086W",0.6764226720741349,"Up","SRX1","Sulfiredoxin; contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes; protein abundance increases in response to DNA replication stress"
"YOL128C",0.6739064696176721,"Up","YGK3","Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog, MCK1, that arose from the whole genome duplication"
"YFR032C",0.672001023033136,"Up","RRT5","Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation"
"YDR034W-B",0.6627776324744862,"Up",NULL,"Predicted tail-anchored plasma membrane protein; contains conserved CYSTM module; related proteins in other organisms may be involved in response to stress; N- and C-terminal fusion proteins localize to the cell periphery; YDR034W-B has a paralog, YBR056W-A, that arose from the whole genome duplication"
"YPL280W",0.6614196910048096,"Up","HSP32","Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p, Hsp33p, and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer"
"YDL222C",0.6580322393029389,"Up","FMP45","Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog, YNL194C, that arose from the whole genome duplication"
"YKL163W",0.6551571986976505,"Up","PIR3","O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog, HSP150, that arose from the whole genome duplication"
"YMR271C",0.6546856271218696,"Up","URA10","Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication"
"YAR035W",0.6523026792894361,"Up","YAT1","Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"
"YPR077C",0.6519147814061468,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression increased by deletion of NAP1"
"YHL037C",0.6502034412507537,"Up",NULL,"Putative protein of unknown function; conserved among S. cerevisiae strains"
"YGL032C",0.6501206472516102,"Up","AGA2","Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds"
"YMR316W",0.6466386674018728,"Up","DIA1","Protein of unknown function; involved in invasive and pseudohyphal growth; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
"YCR005C",0.6432322994573878,"Up","CIT2","Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog, CIT1, that arose from the whole genome duplication"
"YER096W",0.6411500019057178,"Up","SHC1","Sporulation-specific activator of Chs3p (chitin synthase III); required for the synthesis of the chitosan layer of ascospores; transcriptionally induced at alkaline pH; SHC1 has a paralog, SKT5, that arose from the whole genome duplication"
"YFL014W",0.6406699523315701,"Up","HSP12","Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension"
"YGR254W",0.6400038730340244,"Up","ENO1","Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression repressed in response to glucose; protein abundance increases in response to DNA replication stress; N-terminally propionylated in vivo; ENO1 has a paralog, ENO2, that arose from the whole genome duplication"
"YFL058W",0.6383612056534788,"Up","THI5","Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5, THI11, THI12, and THI13; hydroxymethylpyrimidine is also known as HMP"
"YJL052W",0.6318372618795093,"Up","TDH1","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria"
"YBR071W",0.6271488385613466,"Up",NULL,"Protein of unknown function found in the cytoplasm and bud neck; mRNA expression may be regulated by the cell cycle and/or cell wall stress; overexpression of YBR071W affects endocytic protein trafficking"
"YDL022C-A",0.6195756052902229,"Up",NULL,"Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cytosol; partially overlaps the verified gene DIA3; identified by fungal homology and RT-PCR; mRNA identified as translated by ribosome profiling data"
"YOL165C",0.619353660205657,"Up","AAD15","Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog, AAD3, that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family"
"YBL078C",0.6143889100819947,"Up","ATG8","Component of autophagosomes and Cvt vesicles; regulator of Atg1p, targets it to autophagosomes; binds the Atg1p-Atg13p complex, triggering its vacuolar degradation; unique ubiquitin-like protein whose conjugation target is lipid phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation; deconjugation of Atg8p-PE is required for efficient autophagosome biogenesis"
"YKL202W",0.6136343803820699,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YDL021W",0.6050835605544763,"Up","GPM2","Homolog of Gpm1p phosphoglycerate mutase; converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional; GPM2 has a paralog, GPM3, that arose from the whole genome duplication"
"YOL016C",0.6030438446406534,"Up","CMK2","Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK2 has a paralog, CMK1, that arose from the whole genome duplication"
"YAL020C",0.6025615404049391,"Up","ATS1","Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p"
"YPR002W",0.5985764235957132,"Up","PDH1","Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate"
"YJL132W",0.5963997477381541,"Up",NULL,"Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene"
"YPR145C-A",0.5929278708327874,"Up",NULL,"Putative protein of unknown function"
"YLL039C",0.5927644824216054,"Up","UBI4","Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abundance increases in response to DNA replication stress"
"YAR071W",0.5919664915106931,"Up","PHO11","One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication"
"YHR125W",0.5891876710991337,"Up",NULL,"Putative protein of unknown function; conserved across S. cerevisiae strains"
"YOL110W",0.5891785947623005,"Up","SHR5","Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2"
"YPL026C",0.5874998949668698,"Up","SKS1","Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog, VHS1, that arose from the whole genome duplication"
"YHL040C",0.5845637123114663,"Up","ARN1","ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress"
"YIL099W",0.5765473403469019,"Up","SGA1","Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation"
"YLR142W",0.5738488929551131,"Up","PUT1","Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source"
"YDL218W",0.57323843608688,"Up",NULL,"Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin"
"YFR026C",0.5714680429610629,"Up","ULI1","Protein of unknown function; involved in and induced by the endoplasmic reticulum unfolded protein response (UPR); SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum"
"YDL234C",0.567799367767301,"Up","GYP7","GTPase-activating protein for yeast Rab family members; members include Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking; contains a PH-like domain"
"YDR269C",0.5677843084677764,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YDR118W-A",0.5668312633597098,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified using a combination of expression profiling and mass spectrometry"
"YEL030W",0.5667356231227632,"Up","ECM10","Heat shock protein of the Hsp70 family; localized in mitochondrial nucleoids, plays a role in protein translocation, interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations; ECM10 has a paralog, SSC1, that arose from the whole genome duplication"
"YDL024C",0.5653671107073549,"Up","DIA3","Protein of unknown function; involved in invasive and pseudohyphal growth"
"YLR346C",0.5600322004315541,"Up","CIS1","Protein of unknown function found in mitochondria; expression is regulated by transcription factors involved in pleiotropic drug resistance, Pdr1p and Yrr1p; not an essential gene; YLR346C has a paralog, YGR035C, that arose from the whole genome duplication"
"YDR055W",0.5583424548162997,"Up","PST1","Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog, ECM33, that arose from the whole genome duplication"
"YMR009W",0.558073672067408,"Up","ADI1","Acireductone dioxygenease involved in methionine salvage pathway; transcribed as polycistronic mRNA with YMR010W and regulated post-transcriptionally by RNase III (Rnt1p) cleavage; ADI1 mRNA is induced in heat shock conditions; human ortholog ADI1 can complement yeast adi1 mutant"
"YMR040W",0.5572123307346537,"Up","YET2","Protein of unknown function that may interact with ribosomes; based on co-purification experiments; homolog of human BAP31 protein; YET2 has a paralog, YET1, that arose from the whole genome duplication"
"YDR473C",0.5563666291528577,"Up","PRP3","Splicing factor; component of the U4/U6-U5 snRNP complex"
"YDR274C",0.5557483730387022,"Up",NULL,"Putative protein of unknown function; conserved among S. cerevisiae strains; YDR274C is not an essential gene"
"YOR053W",0.5543849845008268,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C"
"YHL050W-A",0.5525615530045351,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YER152W-A",0.5503864248343092,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF YER152C"
"YFL011W",0.5477799924006592,"Up","HXT10","Putative hexose transporter; expressed at low levels and expression is repressed by glucose"
"YFL065C",0.5431361459356251,"Up",NULL,"Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"YLL047W",0.5394091041339628,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene RNP1"
"YHL050C",0.5385161303044228,"Up",NULL,"Putative protein of unknown function; potential Cdc28p substrate"
"YML009W-B",0.5365349240631231,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition"
"YJL115W",0.5340173335795084,"Up","ASF1","Nucleosome assembly factor; involved in chromatin assembly, disassembly; required for recovery after DSB repair; role in H3K56 acetylation required for expression homeostasis, buffering mRNA synthesis rate against gene dosage changes in S phase; anti-silencing protein, derepresses silent loci when overexpressed; role in regulating Ty1 transposition; relocalizes to cytosol under hypoxia; growth defect of asf1 null is functionally complemented by either human ASF1A or ASF1B"
"YOR391C",0.5302152525358017,"Up","HSP33","Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p, Hsp32p, and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer"
"YAL055W",0.5272545561539635,"Up","PEX22","Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation"
"YGL170C",0.5261262609531976,"Up","SPO74","Component of the meiotic outer plaque of the spindle pole body; involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation"
"YLR194C",0.5231698287499935,"Up","NCW2","Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress; null mutant is sensitive to the antifungal agent polyhexamethylene biguanide, resistant to zymolyase treatment and has increased chitin deposition"
"YAR053W",0.5221926642149507,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YHR137W",0.5181290512428027,"Up","ARO9","Aromatic aminotransferase II; catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism"
"YAR068W",0.5158487796397216,"Up",NULL,"Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication"
"YLR109W",0.5153145719272599,"Up","AHP1","Thiol-specific peroxiredoxin; reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p"
"YKL151C",0.5151239191736853,"Up","NNR2","Widely-conserved NADHX dehydratase; converts (S)-NADHX to NADH in ATP-dependent manner; YKL151C promoter contains STREs (stress response elements) and expression is induced by heat shock or methyl methanesulfonate; downstream intergenic region drives antisense expression and mediates coordinated regulation of YKL151C and GPM1 phosphoglycerate mutase; protein abundance increases in response to DNA replication stress; homolog of Carkd in mammals and C-terminus of YjeF in E.coli"
"YIL154C",0.5136645004946777,"Up","IMP2'","Transcriptional activator involved in maintenance of ion homeostasis; also involved in protection against DNA damage caused by bleomycin and other oxidants; contains a C-terminal leucine-rich repeat"
"YLL046C",0.5135847732768027,"Up","RNP1","Ribonucleoprotein that contains two RNA recognition motifs (RRM); RNP1 has a paralog, SBP1, that arose from the whole genome duplication"
"YAL054C",0.5135692592806701,"Up","ACS1","Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"
"YMR041C",0.5132644994543129,"Up","ARA2","NAD-dependent arabinose dehydrogenase; involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogenase"
"YOL164W-A",0.5131593673511059,"Up",NULL,"Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YEL059W",0.5092437213614471,"Up","HHY1","Dubious open reading frame unlikely to encode a functional protein; mutant is hypersensitive to hygromycin B indicative of defects in vacuolar trafficking"
"YMR018W",0.5088843844658302,"Up","PEX9","Putative protein of unknown function with similarity to human PEX5Rp; transcription increases during colony development similar to genes involved in peroxisome biogenesis; YMR018W is not an essential gene; PEX5Rp is also known as peroxin protein 5 related protein"
"YEL049W",0.507205857366351,"Up","PAU2","Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme "
"YPR078C",0.5055937546476285,"Up",NULL,"Putative protein of unknown function; possible role in DNA metabolism and/or in genome stability; expression is heat-inducible"
"YGR072W",0.5054797597776192,"Up","UPF3","Component of the nonsense-mediated mRNA decay (NMD) pathway; along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance"
"YMR174C",0.5053184607512342,"Up","PAI3","Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact"
"YNL117W",0.5044933694787374,"Up","MLS1","Malate synthase, enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid, otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA"
"YDR270W",0.5027179568164818,"Up","CCC2","Cu(+2)-transporting P-type ATPase; required for export of copper from the cytosol into an extracytosolic compartment; similar to human proteins involved in Menkes and Wilsons diseases; protein abundance increases in response to DNA replication stress; affects TBSV model (+)RNA virus replication by regulating copper metabolism; human homologs ATP7A and ATP7B both complement yeast null mutant"
"YBR296C-A",0.5019218408923499,"Up",NULL,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YPR007C",0.5005610534158651,"Up","REC8","Meiosis-specific component of the sister chromatid cohesion complex; alpha-kleisin family member that maintains cohesion between sister chromatids during meiosis I; maintains cohesion between centromeres of sister chromatids until meiosis II; independent of its role in sister chromatid cohesion, Rec8p promotes allelic collisions and prevents nonspecific chromosome interactions; homolog of S. pombe Rec8p"
"YOL159C",0.5004956328596076,"Up","CSS3","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA"
"YER103W",0.4981237468891222,"Up","SSA4","Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog, SSA3, that arose from the whole genome duplication"
"YNL192W",0.4976482642364646,"Up","CHS1","Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor"
"YBR209W",0.49570313104638375,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YBR209W is not an essential gene"
"YKL221W",0.4861807638157727,"Up","MCH2","Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport"
"YPL281C",0.48283211402035137,"Up","ERR2","Enolase, a phosphopyruvate hydratase; catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate; complements the growth defect of an ENO1 ENO2 double mutant"
"YPL281C",0.48283211402035137,"Up","ERR2","Enolase, a phosphopyruvate hydratase; catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate; complements the growth defect of an ENO1 ENO2 double mutant"
"YGR146C",0.48223476228398837,"Up","ECL1","Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"YEL030C-A",0.48106980641962255,"Up",NULL,"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YOL052C-A",0.47876479180395154,"Up","DDR2","Multi-stress response protein; expression is activated by a variety of xenobiotic agents and environmental or physiological stresses; DDR2 has a paralog, HOR7, that arose from the whole genome duplication"
"YNL077W",0.47626631499346583,"Up","APJ1","Chaperone with a role in SUMO-mediated protein degradation; member of the DnaJ-like family; conserved across eukaryotes; overexpression interferes with propagation of the [Psi+] prion; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"
"YPL149W",0.4745884526126027,"Up","ATG5","Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3 by rearranging its catalytic site, also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation; also involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"
"YFL066C",0.471662777127973,"Up",NULL,"Helicase-like protein encoded within the telomeric Y' element; induced by treatment with 8-methoxypsoralen and UVA irradiation; SWAT-GFP and mCherry fusion proteins localize to the nucleus"
"YOR385W",0.47048313669303454,"Up",NULL,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YOR385W is not an essential gene"
"YNL092W",0.4700269083323958,"Up",NULL,"S-adenosylmethionine-dependent protein methyltransferase; capable of automethylation; member of the seven beta-strand family; YNL092W is not an essential gene"
"YLR327C",0.4696899690814853,"Up","TMA10","Protein of unknown function that associates with ribosomes; protein abundance increases in response to DNA replication stress; TMA10 has a paralog, STF2, that arose from the whole genome duplication"
"YMR056C",0.46146122559771047,"Up","AAC1","Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator; relocalizes from mitochondrion to cytoplasm upon DNA replication stress"
"YAL019W-A",0.46136645011844724,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C"
"YCR098C",0.45913845928747404,"Up","GIT1","Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability"
"YBR004C",0.4520156360711889,"Up","GPI18","Functional ortholog of human PIG-V; PIG-V is a mannosyltransferase that transfers the second mannose in glycosylphosphatidylinositol biosynthesis; the authentic, non-tagged protein was localized to mitochondria"
"YMR251W",0.4508849356179881,"Up","GTO3","Omega class glutathione transferase; putative cytosolic localization"
"YEL060C",0.44859261412905477,"Up","PRB1","Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog, YSP3, that arose from the whole genome duplication"
"YLR031W",0.44791418520860155,"Up",NULL,"Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W; YLR031W has a paralog, YMR124W, that arose from the whole genome duplication"
"YMR169C",0.447662833735628,"Up","ALD3","Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose"
"YOL054W",0.44734440310264034,"Up","PSH1","E3 ubiquitin ligase targeting centromere-binding protein Cse4p; mediates polyubiquitination and degradation of histone H3 variant Cse4p, preventing its mislocalization to euchromatin independent of Slx5p; ubiquitination of Cse4p may be antagonized by Scm3p"
"YNL334C",0.44680072056764664,"Up","SNO2","Protein of unknown function; nearly identical to Sno3p; expression is induced before the diauxic shift and also in the absence of thiamin"
"YDR285W",0.4467274724429812,"Up","ZIP1","Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; required for meiotic recombination between non-allelc sites; potential Cdc28p substrate"
"YMR316C-B",0.4460563353855185,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps 5' end of ORF YMR317W"
"YHR137C-A",0.44229552638991315,"Up",NULL,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene ARO9/YHR137W; identified by gene-trapping, expression analysis, and genome-wide homology searching"
