Regulator,Regulator Systematic Name,Target,Target Systematic Name,Direction,Regulation of,Happens During,Regulator Type,Direction,Regulation Of,Happens During,Method,Evidence,Strain Background,Reference
GCN4,YEL009C,SNO1,YMR095C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SNO1,YMR095C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SNR44,YNCL0046W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,SNR64,YNCK0001W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SNZ1,YMR096W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SNZ1,YMR096W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SPC110,YDR356W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,SPE3,YPR069C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SPO21,YOL091W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SPO23,YBR250W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SPO23,YBR250W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SPO24,YPR036W-A,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SPO74,YGL170C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SPO75,YLL005C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,SRL4,YPL033C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SRY1,YKL218C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,STE3,YKL178C,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,STR2,YJR130C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,STR3,YGL184C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,STR3,YGL184C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,SUC2,YIL162W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TEA1,YOR337W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TEC1,YBR083W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,THI72,YOR192C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,THR1,YHR025W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,THR4,YCR053W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TMT1,YER175C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TPN1,YGL186C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TPN1,YGL186C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TPS2,YDR074W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,TPT1,YOL102C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TRP2,YER090W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TRP2,YER090W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TRP3,YKL211C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TRP3,YKL211C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TRP4,YDR354W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,TRP4,YDR354W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,TRP5,YGL026C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,UBA1,YKL210W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,UBC8,YEL012W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,UGA3,YDL170W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,UGA3,YDL170W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,URA2,YJL130C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,VAS1,YGR094W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,VHR1,YIL056W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,VHT1,YGR065C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,WAR1,YML076C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YAH1,YPL252C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YAP1801,YHR161C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YBL044W,YBL044W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBL071C,YBL071C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBR027C,YBR027C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBR064W,YBR064W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBR090C,YBR090C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBR174C,YBR174C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YBR190W,YBR190W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YDL032W,YDL032W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YDL228C,YDL228C,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YDR269C,YDR269C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YDR444W,YDR444W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,YDR491C,YDR491C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YER039C-A,YER039C-A,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YER066C-A,YER066C-A,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YER085C,YER085C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YER085C,YER085C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YER119C-A,YER119C-A,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YGL024W,YGL024W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YGL182C,YGL182C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YGP1,YNL160W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YGR069W,YGR069W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YGR161W-A,YGR161W-A,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YGR161W-B,YGR161W-B,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YHB1,YGR234W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YHI9,YHR029C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YHL037C,YHL037C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YIL059C,YIL059C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YIL165C,YIL165C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YIL174W,YIL174W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJL022W,YJL022W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJL202C,YJL202C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJL218W,YJL218W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJR018W,YJR018W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJR020W,YJR020W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YJR026W,YJR026W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YJR027W,YJR027W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YJR154W,YJR154W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YKL033W-A,YKL033W-A,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YKL097C,YKL097C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YKL106C-A,YKL106C-A,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YKU70,YMR284W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YLL017W,YLL017W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YLR152C,YLR152C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YLR162W,YLR162W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,YLR235C,YLR235C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YMC1,YPR058W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YMC2,YBR104W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YMR045C,YMR045C,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,YMR085W,YMR085W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,YMR1,YJR110W,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YMR321C,YMR321C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YNL226W,YNL226W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YNR068C,YNR068C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YOL160W,YOL160W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YOR203W,YOR203W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YOR225W,YOR225W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YOR302W,YOR302W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YOR366W,YOR366W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YPL035C,YPL035C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,YPL264C,YPL264C,,transcription,,transcription factor,,transcription,,high-throughput,chromatin immunoprecipitation-chip evidence,W303,"MacIsaac KD, et al. (2006) PMID:16522208"
GCN4,YEL009C,YPL264C,YPL264C,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,ZPS1,YOL154W,positive,transcription,cellular response to boron-containing substance levels,transcription factor,positive,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
GCN4,YEL009C,ZRT1,YGL255W,,transcription,,transcription factor,,transcription,,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Hu Z, et al. (2007) PMID:17417638"
GCN4,YEL009C,ZRT1,YGL255W,negative,transcription,cellular response to boron-containing substance levels,transcription factor,negative,transcription,cellular response to boron-containing substance levels,high-throughput,DNA to cDNA expression microarray evidence,S288C,"Uluisik I, et al. (2011) PMID:22114689"
