Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
Q01080|TX=559292,Q01080,"Q01080|TX=559292 OS=Yeast S288c GN=RPA49 TA=NM_001183086.1,YNL248C_mRNA PA=YNL248C_mRNA,Q01080,NP_014151.1",RPA49,415,OS=Yeast,1,0.999,19,80,80,80,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,7,0,0,0,0,
Q01855|TX=559292,Q01855,"Q01855|TX=559292 OS=Yeast S288c GN=RPS15 TA=YOL040C_mRNA,NM_001183294.1 PA=YOL040C_mRNA,NP_014602.1,Q01855",RPS15,142,OS=Yeast,1,0.999,4,114,114,114,0,0,3,2,2,4,15,0,0,3,0,3,2,0,12,0,0,1,3,2,2,2,10,0,0,3,2,2,2,2,9,0,0,0,1,3,4,4,4,0,0,0,1,0,2,2,7,0,
Q01896|TX=559292,Q01896,"Q01896|TX=559292 OS=Yeast S288c GN=YDR039C,ENA2 TA=NM_001180347.3,YDR039C_mRNA PA=NP_010324.3,YDR039C_mRNA,Q01896","YDR039C,ENA2",1091,OS=Yeast,1,0.9981,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,Q12691|TX=559292
Q01939|TX=559292,Q01939,"Q01939|TX=559292 OS=Yeast S288c GN=RPT6 TA=YGL048C_mRNA,NM_001180913.1 PA=NP_011467.1,Q01939,YGL048C_mRNA",RPT6,405,OS=Yeast,1,0.9983,6,33,20,33,1,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,4,0,0,0,
Q02201|TX=559292,Q02201,"Q02201|TX=559292 OS=Yeast S288c GN=YKR003W,OSH6 TA=YKR003W_mRNA,NM_001179793.1 PA=YKR003W_mRNA,NP_012928.1,Q02201","YKR003W,OSH6",448,OS=Yeast,1,0.9933,6,20,13,20,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,
Q02725|TX=559292,Q02725,"Q02725|TX=559292 OS=Yeast S288c GN=VTC3 TA=YPL019C_mRNA,NM_001183833.1 PA=YPL019C_mRNA,Q02725,NP_015306.1",VTC3,835,OS=Yeast,1,0.999,10,20,17,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q02753|TX=559292,Q02753,"Q02753|TX=559292 OS=Yeast S288c GN=RPL21A TA=YBR191W_mRNA,NM_001178539.1 PA=NP_009750.1,Q02753,YBR191W_mRNA",RPL21A,160,OS=Yeast,1,0.9983,6,152,0,152,0,5,5,4,7,8,7,0,0,4,4,3,4,4,6,0,0,3,4,2,5,5,11,0,0,4,2,0,3,4,8,0,0,0,1,5,4,5,4,0,2,0,3,1,7,5,3,0,Q12672|TX=559292
Q02892|TX=559292,Q02892,"Q02892|TX=559292 OS=Yeast S288c GN=NOG1,YPL093W TA=YPL093W_mRNA,NM_001183907.1 PA=NP_015232.1,YPL093W_mRNA,Q02892","NOG1,YPL093W",647,OS=Yeast,1,0.9962,5,12,12,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q02931|TX=559292,Q02931,"Q02931|TX=559292 OS=Yeast S288c GN=NAN1 TA=NM_001183940.1,YPL126W_mRNA PA=Q02931,YPL126W_mRNA,NP_015199.1",NAN1,896,OS=Yeast,1,0.9988,5,7,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q03028|TX=559292,Q03028,"Q03028|TX=559292 OS=Yeast S288c GN=ODC1 TA=YPL134C_mRNA,NM_001183948.1 PA=Q03028,YPL134C_mRNA,NP_015191.1",ODC1,310,OS=Yeast,1,0.9989,6,41,41,41,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,
Q03305|TX=559292,Q03305,"Q03305|TX=559292 OS=Yeast S288c GN=RMT2,YDR465C TA=YDR465C_mRNA,NM_001180773.1 PA=NP_010753.1,Q03305,YDR465C_mRNA","RMT2,YDR465C",412,OS=Yeast,1,0.9982,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,
Q03337|TX=559292,Q03337,"Q03337|TX=559292 OS=Yeast S288c GN=YDR472W,TRS31 TA=YDR472W_mRNA,NM_001180780.3 PA=NP_010760.3,YDR472W_mRNA,Q03337","YDR472W,TRS31",283,OS=Yeast,1,0.9977,3,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q03466|TX=559292,Q03466,"Q03466|TX=559292 OS=Yeast S288c GN=EBS1,YDR206W TA=NM_001180514.3,YDR206W_mRNA PA=Q03466,NP_010492.3,YDR206W_mRNA","EBS1,YDR206W",884,OS=Yeast,1,0.9986,3,3,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q03516|TX=559292,Q03516,"Q03516|TX=559292 OS=Yeast S288c GN=YMR266W,RSN1 TA=NM_001182773.1,YMR266W_mRNA PA=YMR266W_mRNA,NP_013993.1,Q03516","YMR266W,RSN1",953,OS=Yeast,1,0.9982,4,9,9,9,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Q03532|TX=559292,Q03532,"Q03532|TX=559292 OS=Yeast S288c GN=HAS1,YMR290C TA=YMR290C_mRNA,NM_001182797.1 PA=YMR290C_mRNA,Q03532,NP_014017.1","HAS1,YMR290C",505,OS=Yeast,1,0.999,22,141,141,141,0,0,0,35,2,0,1,0,0,0,1,25,0,0,1,1,0,0,1,16,1,0,0,0,0,0,2,19,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,11,0,0,0,0,
Q03559|TX=559292,Q03559,"Q03559|TX=559292 OS=Yeast S288c GN=YMR295C TA=YMR295C_mRNA,NM_001182804.1 PA=Q03559,YMR295C_mRNA,NP_014024.1",YMR295C,197,OS=Yeast,1,0.9983,2,34,34,34,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,
Q03640|TX=559292,Q03640,"Q03640|TX=559292 OS=Yeast S288c GN=YML072C,TCB3 TA=YML072C_mRNA,NM_001182431.1 PA=Q03640,YML072C_mRNA,NP_013639.1","YML072C,TCB3",1545,OS=Yeast,1,0.9988,5,16,16,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
Q03690|TX=559292,Q03690,"Q03690|TX=559292 OS=Yeast S288c GN=CLU1 TA=NM_001182508.1,YMR012W_mRNA PA=Q03690,NP_013725.1,YMR012W_mRNA",CLU1,1277,OS=Yeast,1,0.9987,4,17,17,17,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
Q03921|TX=559292,Q03921,"Q03921|TX=559292 OS=Yeast S288c GN=YDR141C,DOP1 TA=NM_001180448.1,YDR141C_mRNA PA=NP_010425.1,YDR141C_mRNA,Q03921","YDR141C,DOP1",1698,OS=Yeast,1,0.999,9,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
Q03940|TX=559292,Q03940,"Q03940|TX=559292 OS=Yeast S288c GN=RVB1 TA=NM_001180498.1,YDR190C_mRNA PA=YDR190C_mRNA,Q03940,NP_010476.1",RVB1,463,OS=Yeast,1,0.999,14,75,75,75,0,0,0,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,
Q04013|TX=559292,Q04013,"Q04013|TX=559292 OS=Yeast S288c GN=YHM2,YMR241W TA=YMR241W_mRNA,NM_001182748.1 PA=YMR241W_mRNA,Q04013,NP_013968.1","YHM2,YMR241W",314,OS=Yeast,1,0.999,9,62,62,62,0,0,0,0,10,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,10,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,2,0,0,
Q04119|TX=559292,Q04119,"Q04119|TX=559292 OS=Yeast S288c GN=PPN1 TA=NM_001180760.3,YDR452W_mRNA PA=Q04119,NP_010740.3,YDR452W_mRNA",PPN1,674,OS=Yeast,1,0.999,4,18,18,18,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,
Q04175|TX=559292,Q04175,"Q04175|TX=559292 OS=Yeast S288c GN=SXM1 TA=YDR395W_mRNA,NM_001180703.3 PA=NP_010683.3,YDR395W_mRNA,Q04175",SXM1,944,OS=Yeast,1,0.9985,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
Q04183|TX=559292,Q04183,"Q04183|TX=559292 OS=Yeast S288c GN=TRS120,YDR407C TA=YDR407C_mRNA,NM_001180715.1 PA=Q04183,YDR407C_mRNA,NP_010695.1","TRS120,YDR407C",1289,OS=Yeast,1,0.9984,2,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q04201|TX=559292,Q04201,"Q04201|TX=559292 OS=Yeast S288c GN=CUE4,YML101C TA=NM_001182462.1,YML101C_mRNA PA=Q04201,NP_013607.1,YML101C_mRNA","CUE4,YML101C",117,OS=Yeast,1,0.999,2,14,14,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Q04373|TX=559292,Q04373,"Q04373|TX=559292 OS=Yeast S288c GN=PUF6,YDR496C TA=NM_001180804.1,YDR496C_mRNA PA=Q04373,NP_010784.1,YDR496C_mRNA","PUF6,YDR496C",656,OS=Yeast,1,0.9905,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q04458|TX=559292,Q04458,"Q04458|TX=559292 OS=Yeast S288c GN=HFD1,YMR110C TA=NM_001182610.1,YMR110C_mRNA PA=NP_013828.1,YMR110C_mRNA,Q04458","HFD1,YMR110C",532,OS=Yeast,1,0.9987,6,28,28,28,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,
Q04491|TX=559292,Q04491,"Q04491|TX=559292 OS=Yeast S288c GN=SEC13 TA=NM_001182095.1,YLR208W_mRNA PA=NP_013309.1,YLR208W_mRNA,Q04491",SEC13,297,OS=Yeast,1,0.997,3,21,21,21,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,
Q04697|TX=559292,Q04697,"Q04697|TX=559292 OS=Yeast S288c GN=GSF2 TA=YML048W_mRNA,NM_001182405.1 PA=YML048W_mRNA,Q04697,NP_013664.1",GSF2,403,OS=Yeast,1,0.9985,6,27,27,27,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,6,0,0,0,
Q04925|TX=559292,Q04925,"Q04925|TX=559292 OS=Yeast S288c GN=YDR222W TA=NM_001180530.1,YDR222W_mRNA PA=NP_010508.1,YDR222W_mRNA,Q04925",YDR222W,415,OS=Yeast,1,0.9961,4,9,9,9,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Q04947|TX=559292,Q04947,"Q04947|TX=559292 OS=Yeast S288c GN=RTN1,YDR233C TA=YDR233C_mRNA,NM_001180541.3 PA=YDR233C_mRNA,NP_010519.3,Q04947","RTN1,YDR233C",295,OS=Yeast,1,0.999,6,41,41,41,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,7,1,0,0,
Q05022|TX=559292,Q05022,"Q05022|TX=559292 OS=Yeast S288c GN=RRP5,YMR229C TA=YMR229C_mRNA,NM_001182736.1 PA=YMR229C_mRNA,Q05022,NP_013956.1","RRP5,YMR229C",1729,OS=Yeast,1,0.999,17,63,63,63,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,
Q05518|TX=559292,Q05518,"Q05518|TX=559292 OS=Yeast S288c GN=PAL1,YDR348C TA=YDR348C_mRNA,NM_001180656.1 PA=NP_010635.1,Q05518,YDR348C_mRNA","PAL1,YDR348C",499,OS=Yeast,1,0.999,8,17,17,17,0,0,0,9,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Q05567|TX=559292,Q05567,"Q05567|TX=559292 OS=Yeast S288c GN=DPL1 TA=YDR294C_mRNA,NM_001180602.1 PA=Q05567,NP_010580.1,YDR294C_mRNA",DPL1,589,OS=Yeast,1,0.996,5,13,13,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06078|TX=559292,Q06078,"Q06078|TX=559292 OS=Yeast S288c GN=UTP21,YLR409C TA=NM_001182297.3,YLR409C_mRNA PA=Q06078,NP_013513.3,YLR409C_mRNA","UTP21,YLR409C",939,OS=Yeast,1,0.9987,3,5,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06142|TX=559292,Q06142,"Q06142|TX=559292 OS=Yeast S288c GN=KAP95 TA=YLR347C_mRNA,NM_001182236.1 PA=YLR347C_mRNA,Q06142,NP_013451.1",KAP95,861,OS=Yeast,1,0.9925,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06143|TX=559292,Q06143,"Q06143|TX=559292 OS=Yeast S288c GN=DIC1,YLR348C TA=NM_001182237.1,YLR348C_mRNA PA=Q06143,YLR348C_mRNA,NP_013452.1","DIC1,YLR348C",298,OS=Yeast,1,0.9976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q06218|TX=559292,Q06218,"Q06218|TX=559292 OS=Yeast S288c GN=YLR276C,DBP9 TA=YLR276C_mRNA,NM_001182163.1 PA=YLR276C_mRNA,NP_013378.1,Q06218","YLR276C,DBP9",594,OS=Yeast,1,0.996,7,15,15,15,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
Q06679|TX=559292,Q06679,"Q06679|TX=559292 OS=Yeast S288c GN=UTP4,YDR324C TA=YDR324C_mRNA,NM_001180632.3 PA=YDR324C_mRNA,Q06679,NP_010611.3","UTP4,YDR324C",776,OS=Yeast,1,0.999,4,9,9,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q06689|TX=559292,Q06689,"Q06689|TX=559292 OS=Yeast S288c GN=YLR413W TA=YLR413W_mRNA,NM_001182301.1 PA=NP_013517.1,Q06689,YLR413W_mRNA",YLR413W,675,OS=Yeast,1,0.9976,3,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07362|TX=559292,Q07362,"Q07362|TX=559292 OS=Yeast S288c GN=PBP4,YDL053C TA=YDL053C_mRNA,NM_001180112.1 PA=Q07362,YDL053C_mRNA,NP_010230.1","PBP4,YDL053C",185,OS=Yeast,1,0.9934,5,19,19,19,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,
Q07381|TX=559292,Q07381,"Q07381|TX=559292 OS=Yeast S288c GN=TSR1,YDL060W TA=NM_001180119.1,YDL060W_mRNA PA=NP_010223.1,YDL060W_mRNA,Q07381","TSR1,YDL060W",788,OS=Yeast,1,0.9989,4,21,21,21,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07457|TX=559292,Q07457,"Q07457|TX=559292 OS=Yeast S288c GN=BRE1,YDL074C TA=NM_001180133.1,YDL074C_mRNA PA=NP_010209.1,Q07457,YDL074C_mRNA","BRE1,YDL074C",700,OS=Yeast,1,0.999,11,47,47,47,0,0,14,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,
Q07505|TX=559292,Q07505,"Q07505|TX=559292 OS=Yeast S288c GN=YDL086W TA=NM_001180145.1,YDL086W_mRNA PA=NP_010197.1,YDL086W_mRNA,Q07505",YDL086W,273,OS=Yeast,1,0.999,3,16,16,16,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
Q07527|TX=559292,Q07527,"Q07527|TX=559292 OS=Yeast S288c GN=YDL112W,TRM3 TA=NM_001180171.1,YDL112W_mRNA PA=YDL112W_mRNA,NP_010171.1,Q07527","YDL112W,TRM3",1436,OS=Yeast,1,0.9986,2,4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07825|TX=559292,Q07825,"Q07825|TX=559292 OS=Yeast S288c GN=FRA1 TA=NM_001181849.1,YLL029W_mRNA PA=NP_013071.1,Q07825,YLL029W_mRNA",FRA1,749,OS=Yeast,1,0.9942,3,9,9,9,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07844|TX=559292,Q07844,"Q07844|TX=559292 OS=Yeast S288c GN=RIX7,YLL034C TA=YLL034C_mRNA,NM_001181854.1 PA=YLL034C_mRNA,Q07844,NP_013066.1","RIX7,YLL034C",837,OS=Yeast,1,0.998,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08004|TX=559292,Q08004,"Q08004|TX=559292 OS=Yeast S288c GN=YLR074C,BUD20 TA=YLR074C_mRNA,NM_001181961.1 PA=NP_013175.1,YLR074C_mRNA,Q08004","YLR074C,BUD20",166,OS=Yeast,1,0.9987,3,18,18,18,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,
Q08193|TX=559292,Q08193,"Q08193|TX=559292 OS=Yeast S288c GN=YOL030W,GAS5 TA=YOL030W_mRNA,NM_001183284.1 PA=Q08193,YOL030W_mRNA,NP_014612.1","YOL030W,GAS5",484,OS=Yeast,1,0.9956,2,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08208|TX=559292,Q08208,"Q08208|TX=559292 OS=Yeast S288c GN=YOL041C,NOP12 TA=YOL041C_mRNA,NM_001183295.1 PA=YOL041C_mRNA,NP_014601.1,Q08208","YOL041C,NOP12",459,OS=Yeast,1,0.9988,5,16,16,16,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,
Q08651|TX=559292,Q08651,"Q08651|TX=559292 OS=Yeast S288c GN=YOR246C,ENV9 TA=NM_001183665.3,YOR246C_mRNA PA=NP_014889.3,Q08651,YOR246C_mRNA","YOR246C,ENV9",330,OS=Yeast,1,0.9867,3,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,
Q08687|TX=559292,Q08687,"Q08687|TX=559292 OS=Yeast S288c GN=TMA16 TA=NM_001183671.1,YOR252W_mRNA PA=Q08687,YOR252W_mRNA,NP_014895.2",TMA16,178,OS=Yeast,1,0.9987,3,29,29,29,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,
Q08732|TX=559292,Q08732,"Q08732|TX=559292 OS=Yeast S288c GN=HRK1,YOR267C TA=NM_001183686.1,YOR267C_mRNA PA=NP_014910.1,Q08732,YOR267C_mRNA","HRK1,YOR267C",759,OS=Yeast,1,0.994,3,4,4,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08960|TX=559292,Q08960,"Q08960|TX=559292 OS=Yeast S288c GN=TYW1,YPL207W TA=YPL207W_mRNA,NM_001184021.1 PA=Q08960,YPL207W_mRNA,NP_015117.1","TYW1,YPL207W",810,OS=Yeast,1,0.999,4,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q08962|TX=559292,Q08962,"Q08962|TX=559292 OS=Yeast S288c GN=NIP7,YPL211W TA=YPL211W_mRNA,NM_001184025.1 PA=NP_015113.1,Q08962,YPL211W_mRNA","NIP7,YPL211W",181,OS=Yeast,1,0.9979,3,9,9,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Q08972|TX=559292,Q08972,"Q08972|TX=559292 OS=Yeast S288c GN=NEW1,YPL226W TA=NM_001184040.1,YPL226W_mRNA PA=Q08972,YPL226W_mRNA,NP_015098.1","NEW1,YPL226W",1196,OS=Yeast,1,0.999,6,16,16,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
Q12010|TX=559292,Q12010,"Q12010|TX=559292 OS=Yeast S288c GN=YOL092W,YPQ1 TA=YOL092W_mRNA,NM_001183346.1 PA=NP_014549.1,YOL092W_mRNA,Q12010","YOL092W,YPQ1",308,OS=Yeast,1,0.999,3,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,7,0,0,
Q12029|TX=559292,Q12029,"Q12029|TX=559292 OS=Yeast S288c GN=FSF1,YOR271C TA=NM_001183690.1,YOR271C_mRNA PA=NP_014914.1,Q12029,YOR271C_mRNA","FSF1,YOR271C",327,OS=Yeast,1,0.999,7,34,34,34,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,
Q12078|TX=559292,Q12078,"Q12078|TX=559292 OS=Yeast S288c GN=SMF3,YLR034C TA=YLR034C_mRNA,NM_001181921.2 PA=Q12078,NP_013134.1,YLR034C_mRNA","SMF3,YLR034C",473,OS=Yeast,1,0.9989,3,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,
