"ORF","baseMean","log2FoldChange","lfcSE","pvalue","padj","orf_name","contrast","DE","SGD","DESCRIPTION"
"YIR041W",34.5637823779204,1.87843050269639,0.502192366925903,9.58104501660178e-06,4.09902663912706e-05,"YIR041W","KAN_vs_WT","up-regulated","S000001480","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole"
"YJL033W",1549.67192993543,-1.53761247423777,0.0695033993054153,1.31819463749271e-109,1.60185998352239e-107,"YJL033W","KAN_vs_WT","down-regulated","S000003570","DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis"
"YJL050W",2998.29552621457,-1.21298011298233,0.057315118159564,2.20080711185112e-100,2.17295314684176e-98,"YJL050W","KAN_vs_WT","down-regulated","S000003586","ATP-dependent 3'-5' RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds RNA duplexes, with Mtr4p unwinding activity stimulated by Pap2p/Air2p but not dependent on ongoing polyadenylation; contains an arch domain, with two coiled-coil arms/stalks and a globular fist/KOW domain, which has RNA binding activity and is required for 5.8S rRNA processing"
"YJL052C-A",8.69072578463058,1.40992659858454,1.2335105467587,0.00700744491169958,0.0175435992064301,"YJL052C-A","KAN_vs_WT","up-regulated","S000007610","Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole"
"YJL052C-A",8.69072578463058,1.50444463803946,1.18836826574312,0.00548272183320531,0.0127748227374721,"YJL052C-A","CRISPY.ATG_vs_WT","up-regulated","S000007610","Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole"
"YJL056C",2237.27398677454,1.66020698204187,0.0811357566102679,3.37606212638093e-94,6.27451075782385e-92,"YJL056C","CRISPY.ATG_vs_WT","up-regulated","S000003592","Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains"
"YJL079C",18346.9139782553,-1.06318243115678,0.12956511169298,2.61069796737546e-17,2.96708641292186e-16,"YJL079C","KAN_vs_WT","down-regulated","S000003615","Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY2; may be involved in detoxification of hydrophobic compounds; PRY1 has a paralog, PRY2, that arose from the whole genome duplication"
"YJL105W",2731.87003616402,-2.09056327629329,0.0689998619438691,6.91712036146948e-203,2.08139445543455e-200,"YJL105W","KAN_vs_WT","down-regulated","S000003641","Protein of unknown function, contains a SET domain; SET4 has a paralog, SET3, that arose from the whole genome duplication"
"YJL107C",331.648034663715,1.2585052725087,0.123382016627164,1.7858027960514e-25,2.87869588475734e-24,"YJL107C","KAN_vs_WT","up-regulated","S000003643","Putative protein of unknown function; expression is induced by activation of the HOG1 mitogen-activated signaling pathway and this induction is Hog1p/Pbs2p dependent; YJL107C and adjacent ORF, YJL108C are merged in related fungi"
"YJL122W",727.153946777008,-1.21322476238009,0.101485931407387,5.27540929476516e-34,1.17377856808525e-32,"YJL122W","KAN_vs_WT","down-regulated","S000003658","Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p"
"YJL133C-A",417.935100785615,1.95555774016945,0.127339375357677,2.25769334679788e-54,8.19905991862979e-53,"YJL133C-A","KAN_vs_WT","up-regulated","S000028805","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YJL133C-A",417.935100785615,1.413908422058,0.128267154752513,2.10629299110715e-29,3.89171503239944e-28,"YJL133C-A","CRISPY.ATG_vs_WT","up-regulated","S000028805","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YJL142C",94.980526254096,1.27280576393301,0.692028941893995,0.0023571290155747,0.00595549710092625,"YJL142C","CRISPY.ATG_vs_WT","up-regulated","S000003678","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci"
"YJL144W",592.045500568181,1.17881761512374,0.115746010856895,2.03744449544555e-25,3.13250894567407e-24,"YJL144W","CRISPY.ATG_vs_WT","up-regulated","S000003680","Cytoplasmic hydrophilin essential in desiccation-rehydration process; expression induced by osmotic stress, starvation and during stationary phase; protein abundance increases in response to DNA replication stress"
"YJL148W",535.893672607809,-1.05730692756754,0.100490753339108,7.55502997926518e-27,1.27647685665713e-25,"YJL148W","KAN_vs_WT","down-regulated","S000003684","RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p"
"YJL153C",8507.68772880484,1.22167399037011,0.0505014034935734,2.10044818372372e-130,3.01653001657959e-128,"YJL153C","KAN_vs_WT","up-regulated","S000003689","Inositol-3-phosphate synthase; involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element"
"YJL190C",8842.6393487536,-1.01693775022958,0.0557958359137494,5.12998891653022e-75,4.76711764169919e-73,"YJL190C","CRISPY.ATG_vs_WT","down-regulated","S000003726","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication"
"YJR009C",78811.9409149007,1.06777400551255,0.0595422468726678,7.93579203428741e-72,4.24968388683578e-70,"YJR009C","KAN_vs_WT","up-regulated","S000003769","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication"
"YJR047C",2186.13057083729,-1.18408587491121,0.0765512981712545,4.24133456706591e-55,1.88739388234433e-53,"YJR047C","CRISPY.ATG_vs_WT","down-regulated","S000003808","Translation elongation factor eIF-5A; previously thought to function in translation initiation; undergoes an essential hypusination modification; expressed under anaerobic conditions; ANB1 has a paralog, HYP2, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant"
"YJR048W",557.055735426076,1.03536413798929,0.138951697099619,9.73635909521505e-15,9.42175392383827e-14,"YJR048W","KAN_vs_WT","up-regulated","S000003809","Cytochrome c, isoform 1; also known as iso-1-cytochrome c; electron carrier of mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration; CYC1 has a paralog, CYC7, that arose from the whole genome duplication; human homolog CYC1 can complement yeast null mutant; mutations in human CYC1 cause insulin-responsive hyperglycemia"
"YJR070C",1477.49047112806,-1.31923570661508,0.0749493329681804,1.98382967021104e-70,1.010953200489e-68,"YJR070C","KAN_vs_WT","down-regulated","S000003831","Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress"
"YJR079W",84.4231284768882,1.60467002154299,0.345185743657599,1.91011608934271e-07,9.22784676495151e-07,"YJR079W","CRISPY.ATG_vs_WT","up-regulated","S000003840","Putative protein of unknown function; mutation results in impaired mitochondrial respiration"
"YJR145C",18841.2496482132,-1.00509569375601,0.0547499641379522,2.31946023472295e-76,2.25487218818682e-74,"YJR145C","CRISPY.ATG_vs_WT","down-regulated","S000003906","Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4A has a paralog, RPS4B, that arose from the whole genome duplication"
"YJR150C",6788.31589678014,-1.10598193745677,0.0602771657714265,2.78394205128781e-76,1.64408689926053e-74,"YJR150C","KAN_vs_WT","down-regulated","S000003911","Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth"
"YJR153W",520.200777434962,2.29108410532577,0.117875404041386,2.35920666569485e-85,1.62041596962237e-83,"YJR153W","KAN_vs_WT","up-regulated","S000003914","Endo-polygalacturonase; pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins"
"YJR154W",2161.55706816212,-2.16951628787894,0.0731817810425631,1.69872287882803e-194,4.29369194852573e-192,"YJR154W","KAN_vs_WT","down-regulated","S000003915","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YJR155W",2307.72836234721,-1.77712824264909,0.0683912693086062,6.07993698228251e-150,1.01102952081693e-147,"YJR155W","KAN_vs_WT","down-regulated","S000003916","Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family"
"YKL001C",495.012185676944,1.06796438574612,0.104484872848885,1.4149990347787e-25,2.19689899281735e-24,"YKL001C","CRISPY.ATG_vs_WT","up-regulated","S000001484","Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant"
"YKL006W",9208.33762604246,-1.00497319900545,0.0660085069428877,2.13434323668765e-53,9.11278034637112e-52,"YKL006W","CRISPY.ATG_vs_WT","down-regulated","S000001489","Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14A has a paralog, RPL14B, that arose from the whole genome duplication"
"YKL009W",991.932518369995,-1.14619376366604,0.0873064198490651,2.19221494614457e-40,5.91991719858443e-39,"YKL009W","KAN_vs_WT","down-regulated","S000001492","Protein involved in mRNA turnover and ribosome assembly; required at post-transcriptional step for efficient retrotransposition; localizes to the nucleolus"
"YKL018C-A",178.593904335117,1.73918888238649,0.166587672549106,1.1497602286097e-26,1.87734751539656e-25,"YKL018C-A","CRISPY.ATG_vs_WT","up-regulated","S000007615","Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YKL018C-A",178.593904335117,1.02887271470794,0.175144782994741,2.14644277202698e-10,1.80071145217193e-08,"YKL018C-A","CRISPY_vs_WT","up-regulated","S000007615","Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YKL029C",3647.54643597607,-1.3014152320113,0.064853306190808,1.00266808399121e-90,7.82204891696353e-89,"YKL029C","KAN_vs_WT","down-regulated","S000001512","Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids"
"YKL041W",284.078049965734,1.15741050259596,0.173195364587904,1.868309807519e-12,1.39055944331126e-11,"YKL041W","CRISPY.ATG_vs_WT","up-regulated","S000001524","One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway"
"YKL050C",830.350901803152,1.26714766091651,0.0853935817799795,6.38868017318973e-51,2.46158963502353e-49,"YKL050C","CRISPY.ATG_vs_WT","up-regulated","S000001533","Protein of unknown function; the YKL050W protein is a target of the SCFCdc4 ubiquitin ligase complex and YKL050W transcription is regulated by Azf1p; YKL050C has a paralog, EIS1, that arose from the whole genome duplication"
"YKL056C",15937.9926078059,-1.08367020076897,0.0688220265436829,6.28337740512603e-57,3.03089021549552e-55,"YKL056C","CRISPY.ATG_vs_WT","down-regulated","S000001539","Protein that associates with ribosomes; homolog of translationally controlled tumor protein; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and relocates to the mitochondrial outer surface upon oxidative stress"
"YKL078W",272.843452435658,-1.23552718972972,0.144353967807517,1.02045166647628e-18,1.24483283406633e-17,"YKL078W","KAN_vs_WT","down-regulated","S000001561","Predominantly nucleolar DEAH-box ATP-dependent RNA helicase; required for 18S rRNA synthesis"
"YKL081W",11367.627280635,-1.09014794756583,0.0480613965737634,5.41692568018546e-115,2.13934708581824e-112,"YKL081W","CRISPY.ATG_vs_WT","down-regulated","S000001564","Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex"
"YKL096W",586.042038217246,-1.20997486540104,0.116762710385795,2.91280853155142e-26,4.62463243991794e-25,"YKL096W","CRISPY.ATG_vs_WT","down-regulated","S000001579","Cell wall mannoprotein that localizes to birth scars of daughter cells; linked to a beta-1,3- and beta-1,6-glucan heteropolymer through a phosphodiester bond; required for propionic acid resistance"
"YKL102C",51.272365962016,2.35259425498661,0.350156177361481,1.09167884680316e-12,9.16111372237608e-12,"YKL102C","KAN_vs_WT","up-regulated","S000001585","Putative protein of unknown function; conserved across S. cerevisiae strains; deletion confers sensitivity to citric acid; predicted protein would include a thiol-disulfide oxidoreductase active site"
"YKL104C",7670.15139335558,1.19619661881745,0.0432584263965186,6.95303095466581e-169,1.41729685814623e-166,"YKL104C","KAN_vs_WT","up-regulated","S000001587","Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication"
"YKL107W",223.323938449521,1.14844963033754,0.140778510529382,2.7249667847537e-17,2.78625649075382e-16,"YKL107W","CRISPY.ATG_vs_WT","up-regulated","S000001590","Putative short-chain dehydrogenase/reductase; proposed to be a palmitoylated membrane protein"
"YKL127W",1506.53614672212,1.30221952244907,0.0601400584946085,6.60275470786074e-105,7.19358741361586e-103,"YKL127W","KAN_vs_WT","up-regulated","S000001610","Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; PGM1 has a paralog, PGM2, that arose from the whole genome duplication"
"YKL131W",20.6195163046973,-1.28229447901348,0.485319446570514,0.000435937268879966,0.00127119870883826,"YKL131W","CRISPY.ATG_vs_WT","down-regulated","S000001614","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YKL136W",31.2780543085339,1.04222422918884,0.449351916740361,0.0011993059095033,0.00321937724815265,"YKL136W","CRISPY.ATG_vs_WT","up-regulated","S000001619","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF APL2/YKL135C"
"YKL143W",772.584324337949,-1.2712725582963,0.0914539646915017,5.04016223025618e-45,1.51660881585661e-43,"YKL143W","KAN_vs_WT","down-regulated","S000001626","Component of the GSE complex; GSE is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature"
"YKL161C",476.233501634442,1.09579918655818,0.101429368082957,3.24862832848887e-28,5.84845652641629e-27,"YKL161C","KAN_vs_WT","up-regulated","S000001644","Protein kinase; implicated in Slt2p mitogen-activated (MAP) kinase signaling pathway; interacts with numerous components in the mating pheromone and CWI MAPK pathways; associates with Rlm1p; KDX1 has a paralog, SLT2, that arose from the whole genome duplication"
"YKL170W",27.4345781020265,-1.15881664308696,0.424090961213659,0.000371125155651856,0.00110100462843384,"YKL170W","CRISPY.ATG_vs_WT","down-regulated","S000001653","Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL34 and YmL38) on two-dimensional SDS gels; protein abundance increases in response to DNA replication stress"
"YKL172W",1778.91496251548,-1.11414336861745,0.0950265186402263,9.3784069849174e-33,1.99535871170684e-31,"YKL172W","KAN_vs_WT","down-regulated","S000001655","Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"
"YKL175W",2681.25558231409,1.00912489234951,0.0565699482607175,5.45634869018027e-72,4.59715564976655e-70,"YKL175W","CRISPY.ATG_vs_WT","up-regulated","S000001658","Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency"
"YKL216W",11536.1472451491,-1.56693612986454,0.0466263880081904,1.00187141727486e-248,3.51712526986659e-246,"YKL216W","KAN_vs_WT","down-regulated","S000001699","Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid"
"YKL218C",769.448231089922,1.24020571503902,0.079463910834968,4.76003251890007e-56,1.80111649622332e-54,"YKL218C","KAN_vs_WT","up-regulated","S000001701","3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity"
"YKR013W",6268.60635559262,1.79855476978505,0.0841626161678891,1.93779914700533e-102,1.97499238869785e-100,"YKR013W","KAN_vs_WT","up-regulated","S000001721","Sterol binding protein involved in the export of acetylated sterols; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); sterol export function is redundant with that of PRY1; may be involved in detoxification of hydrophobic compounds; PRY2 has a paralog, PRY1, that arose from the whole genome duplication"
"YKR034W",73.9580920451459,1.55188767175106,0.248291017454544,2.62882516272516e-11,1.7900373063858e-10,"YKR034W","CRISPY.ATG_vs_WT","up-regulated","S000001742","Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication"
"YKR075C",301.569008207063,1.21584759958336,0.1595026707973,2.19197019316414e-15,2.20910042274389e-14,"YKR075C","KAN_vs_WT","up-regulated","S000001783","Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication"
"YKR081C",1247.48300011377,-1.32926729146412,0.0791917836706339,2.66402313003619e-64,1.19389802543962e-62,"YKR081C","KAN_vs_WT","down-regulated","S000001789","Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles"
"YKR092C",950.88395670594,-1.11841148755797,0.0892315427968241,4.69151593654604e-37,1.15803473449353e-35,"YKR092C","KAN_vs_WT","down-regulated","S000001800","Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"
"YKR093W",1831.48422592302,-1.11256003780051,0.0832344475161301,5.00469200392753e-42,1.01311648466173e-38,"YKR093W","CRISPY_vs_WT","down-regulated","S000001801","Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p"
"YKR093W",1831.48422592302,2.03906699241297,0.0757172915142427,6.61910641477763e-161,1.16183703986055e-158,"YKR093W","KAN_vs_WT","up-regulated","S000001801","Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p"
"YKR093W",1831.48422592302,-1.97113101299412,0.0866612313602262,1.10537438606884e-115,4.65657383037932e-113,"YKR093W","CRISPY.ATG_vs_WT","down-regulated","S000001801","Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p"
"YKR097W",2576.58770378591,-2.80062392509522,0.0821258527844253,6.82807065298599e-256,2.53803402683638e-253,"YKR097W","KAN_vs_WT","down-regulated","S000001805","Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol"
"YLL008W",1879.58381804018,-1.45743501500813,0.0785156761583952,4.04535936298539e-78,2.50613978575536e-76,"YLL008W","KAN_vs_WT","down-regulated","S000003931","Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles"
"YLL012W",1771.82649977251,-1.80205373385621,0.0618851104048521,1.56813557753708e-187,3.81117258248339e-185,"YLL012W","KAN_vs_WT","down-regulated","S000003935","Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication"
"YLL025W",1080.76076866763,3.55895666284234,0.0873778238584195,0,0,"YLL025W","KAN_vs_WT","up-regulated","S000003948","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; YLL025W is not an essential gene"
"YLL064C",114.375223124318,1.37355937951313,0.256838567697894,6.5082612569124e-09,3.98891395561877e-08,"YLL064C","KAN_vs_WT","up-regulated","S000003987","Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p"
"YLR004C",454.727105719173,1.09303669481251,0.103057199633106,2.46092469446609e-27,4.10534439694482e-26,"YLR004C","CRISPY.ATG_vs_WT","up-regulated","S000003994","Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs"
"YLR009W",1439.35635060923,-1.18546616326645,0.0680652126652354,5.26175117271153e-69,2.63880997304477e-67,"YLR009W","KAN_vs_WT","down-regulated","S000003999","Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp"
"YLR037C",2576.59347673945,2.73612962117531,0.069662455232564,0,0,"YLR037C","KAN_vs_WT","up-regulated","S000004027","Cell wall mannoprotein; has similarity to Tir1p, Tir2p, Tir3p, and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions, completely repressed during aerobic growth"
"YLR040C",614.277464591238,-1.4507837638673,0.150931511642479,4.73553358263729e-23,6.54788549424181e-22,"YLR040C","CRISPY.ATG_vs_WT","down-regulated","S000004030","MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W"
"YLR042C",523.367256136678,2.27223367516154,0.116433177243662,4.9338084409647e-86,3.50300399308494e-84,"YLR042C","KAN_vs_WT","up-regulated","S000004032","Cell wall protein of unknown function; localizes to the cytoplasm; deletion improves xylose fermentation in industrially engineered strains; YLR042C is not an essential gene"
"YLR048W",16787.5531239157,-1.03788514911011,0.0465707766253757,5.34804213124153e-111,1.87745990151751e-108,"YLR048W","CRISPY.ATG_vs_WT","down-regulated","S000004038","Protein component of the small (40S) ribosomal subunit; RPS0B has a paralog, RPS0A, that arose from the whole genome duplication; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2"
"YLR056W",22266.8915472205,-2.03340890796832,0.0501597422098784,0,0,"YLR056W","KAN_vs_WT","down-regulated","S000004046","C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D"
"YLR068W",175.803317918206,-1.03499899552899,0.207579597221206,6.13863239399941e-08,3.42970982296041e-07,"YLR068W","KAN_vs_WT","down-regulated","S000004058","Essential protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin"
"YLR074C",578.395237884439,-1.2734399622874,0.268099888586832,1.42929640575651e-07,7.68657360678755e-07,"YLR074C","KAN_vs_WT","down-regulated","S000004064","C2H2-type zinc finger protein required for ribosome assembly; shuttling factor which associates with pre-60S particles in the nucleus, accompanying them to the cytoplasm; cytoplasmic dissociation of Bud20p requires Drg1p; N-terminus harbors a nuclear localization signal (NLS) and a nuclear export signal (NES); cytoplasmic Bud20p is reimported by Kap123-dependent pathway; involved in bud-site selection; diploid mutants display a random budding pattern; similar to human ZNF593"
"YLR129W",1744.56853078692,-1.2314376374188,0.0772290710055025,2.76464165849412e-58,1.10568168607749e-56,"YLR129W","KAN_vs_WT","down-regulated","S000004119","Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex"
"YLR134W",1262.64694638136,-1.17943233228879,0.112158256599954,5.99505574444917e-27,9.88279292790648e-26,"YLR134W","CRISPY.ATG_vs_WT","down-regulated","S000004124","Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism"
"YLR136C",963.044202330971,1.94097916854238,0.0726966015645905,2.66440011916285e-158,2.10454304412376e-155,"YLR136C","CRISPY.ATG_vs_WT","up-regulated","S000004126","mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; TIS11 has a paralog, CTH1, that arose from the whole genome duplication"
"YLR149C-A",30.203543488407,1.05739369154518,0.720170906078887,0.00614420015422214,0.0156303248988744,"YLR149C-A","KAN_vs_WT","up-regulated","S000007619","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YLR149C-A",30.203543488407,1.15671379433026,0.715310962180972,0.00391442296583476,0.00943732877570006,"YLR149C-A","CRISPY.ATG_vs_WT","up-regulated","S000007619","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YLR194C",3968.37390794759,1.40796656140158,0.0773109660605912,3.40094279485091e-75,1.95368704733299e-73,"YLR194C","KAN_vs_WT","up-regulated","S000004184","Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress; null mutant is sensitive to the antifungal agent polyhexamethylene biguanide, resistant to zymolyase treatment and has increased chitin deposition"
"YLR194C",3968.37390794759,1.05009630646006,0.0774141744263346,5.99640375329657e-43,1.72233069623095e-41,"YLR194C","CRISPY.ATG_vs_WT","up-regulated","S000004184","Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress; null mutant is sensitive to the antifungal agent polyhexamethylene biguanide, resistant to zymolyase treatment and has increased chitin deposition"
"YLR237W",3401.70255847599,-1.380911403798,0.0700863538862272,7.86023111095048e-88,5.84338828118778e-86,"YLR237W","KAN_vs_WT","down-regulated","S000004227","Plasma membrane transporter responsible for the uptake of thiamine; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia"
