"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","min_peps","min_prob","min_crap_expt","GO"
"BP","GO:0019693","ribose phosphate metabolic process",0.1,0.0333333333333333,0.00170841189476311,0.0426243574883453,0.0357699329851698,"YLR153C/YGL234W/YJR121W/YBR039W/YML120C/YCR012W/YKL181W/YOL061W/YDL185W/YBR127C",10,1,90,9,"BP_ribose phosphate metabolic process"
"BP","GO:0048193","Golgi vesicle transport",0.1,0.0343696027633851,0.0021454670470752,0.0442666772365924,0.0371481512339981,"YGL206C/YDR141C/YEL022W/YDL100C/YHR108W/YPL249C/YNL297C/YBL050W/YBR080C/YPR181C",10,1,90,9,"BP_Golgi vesicle transport"
"BP","GO:0051640","organelle localization",0.1,0.0348877374784111,0.00239564416623012,0.0448517824455306,0.0376391656526604,"YJR065C/YHR005C/YKR082W/YGL055W/YMR235C/YBR080C/YPR181C/YML085C/YFL037W/YEL013W",10,1,90,9,"BP_organelle localization"
"MF","GO:0015399","primary active transmembrane transporter activity",0.09,0.0131556171023022,5.29619065137324e-06,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YLR188W/YPL058C/YLR378C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,90,9,"MF_primary active transmembrane transporter activity"
"MF","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity",0.09,0.0131556171023022,5.29619065137324e-06,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YLR188W/YPL058C/YLR378C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,90,9,"MF_P-P-bond-hydrolysis-driven transmembrane transporter activity"
"BP","GO:0098660","inorganic ion transmembrane transport",0.09,0.024006908462867,0.000609423665261755,0.0388271775366569,0.0325833776818632,"YJR121W/YBR039W/YLR220W/YER145C/YNR013C/YEL031W/YDL185W/YBR127C/YLR447C",9,1,90,9,"BP_inorganic ion transmembrane transport"
"BP","GO:0009161","ribonucleoside monophosphate metabolic process",0.09,0.0255613126079447,0.000958585155136571,0.0426243574883453,0.0357699329851698,"YGL234W/YJR121W/YBR039W/YML120C/YCR012W/YKL181W/YOL061W/YDL185W/YBR127C",9,1,90,9,"BP_ribonucleoside monophosphate metabolic process"
"BP","GO:0009123","nucleoside monophosphate metabolic process",0.09,0.0260794473229706,0.00110588825445045,0.0426243574883453,0.0357699329851698,"YGL234W/YJR121W/YBR039W/YML120C/YCR012W/YKL181W/YOL061W/YDL185W/YBR127C",9,1,90,9,"BP_nucleoside monophosphate metabolic process"
"MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances",0.08,0.0117708153020599,1.90918771217098e-05,0.000388780043205728,0.000264911213650519,"YJR121W/YBR039W/YLR188W/YPL058C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,90,9,"MF_ATPase activity, coupled to transmembrane movement of substances"
"MF","GO:0043492","ATPase activity, coupled to movement of substances",0.08,0.0126363164272114,3.23319186456018e-05,0.000517310698329629,0.000352490842376862,"YJR121W/YBR039W/YLR188W/YPL058C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,90,9,"MF_ATPase activity, coupled to movement of substances"
"MF","GO:0032549","ribonucleoside binding",0.08,0.0185217240782413,0.000483413472505991,0.00433138471365368,0.00295136646372079,"YHR005C/YJR072C/YBR025C/YDL055C/YOR151C/YOR165W/YML085C/YFL037W",8,1,90,9,"MF_ribonucleoside binding"
"MF","GO:0001882","nucleoside binding",0.08,0.0186948243032716,0.000514724100140645,0.0044345460935194,0.00302165969718193,"YHR005C/YJR072C/YBR025C/YDL055C/YOR151C/YOR165W/YML085C/YFL037W",8,1,90,9,"MF_nucleoside binding"
"MF","GO:0050662","coenzyme binding",0.08,0.0240609312792107,0.00265200300370008,0.015232017252021,0.0103789591237925,"YGL148W/YGR175C/YDL022W/YOR136W/YER086W/YMR108W/YMR296C/YDR062W",8,1,90,9,"MF_coenzyme binding"
"MF","GO:0022890","inorganic cation transmembrane transporter activity",0.08,0.0252726328544227,0.00359417392607551,0.0196364624253882,0.0133801083255699,"YJR121W/YBR039W/YLR220W/YER145C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,90,9,"MF_inorganic cation transmembrane transporter activity"
"BP","GO:0051049","regulation of transport",0.08,0.0177892918825561,0.000367706113365968,0.0337955346011813,0.0283608734328201,"YLR342W/YHR005C/YPL249C/YDR335W/YJL039C/YNR013C/YPR181C/YKL126W",8,1,90,9,"BP_regulation of transport"
"BP","GO:0043547","positive regulation of GTPase activity",0.08,0.0181347150259067,0.000419149163829742,0.0353133170526557,0.029634581232173,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YDR002W",8,1,90,9,"BP_positive regulation of GTPase activity"
"BP","GO:0006457","protein folding",0.08,0.0188255613126079,0.000539645048363433,0.0388271775366569,0.0325833776818632,"YIL142W/YJR064W/YDR188W/YDL100C/YJR045C/YPL106C/YHR064C/YDR212W",8,1,90,9,"BP_protein folding"
"BP","GO:0043087","regulation of GTPase activity",0.08,0.0188255613126079,0.000539645048363433,0.0388271775366569,0.0325833776818632,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YMR235C/YDR002W",8,1,90,9,"BP_regulation of GTPase activity"
"BP","GO:0098662","inorganic cation transmembrane transport",0.08,0.0207253886010363,0.00102138492316361,0.0426243574883453,0.0357699329851698,"YJR121W/YBR039W/YLR220W/YER145C/YEL031W/YDL185W/YBR127C/YLR447C",8,1,90,9,"BP_inorganic cation transmembrane transport"
"BP","GO:0017038","protein import",0.08,0.0214162348877375,0.00126455555642383,0.0426243574883453,0.0357699329851698,"YDL022W/YLR347C/YKR082W/YML103C/YMR235C/YLR378C/YJR045C/YDR002W",8,1,90,9,"BP_protein import"
"BP","GO:0008652","cellular amino acid biosynthetic process",0.08,0.0229706390328152,0.0019815477764117,0.0426243574883453,0.0357699329851698,"YGL148W/YJR109C/YOR136W/YER086W/YMR108W/YER023W/YOR184W/YGL026C",8,1,90,9,"BP_cellular amino acid biosynthetic process"
"MF","GO:0051082","unfolded protein binding",0.07,0.0145404189025446,0.000574316575830627,0.0047647004809652,0.00324662391795092,"YIL142W/YJR064W/YDR188W/YDL100C/YJR045C/YHR064C/YDR212W",7,1,90,9,"MF_unfolded protein binding"
"MF","GO:0060589","nucleoside-triphosphatase regulator activity",0.07,0.0157521204777566,0.000929944694034636,0.00718302108495719,0.00489444575807703,"YCR093W/YPL249C/YMR235C/YBL050W/YPR181C/YPL106C/YDR002W",7,1,90,9,"MF_nucleoside-triphosphatase regulator activity"
"MF","GO:0051020","GTPase binding",0.07,0.0169638220529687,0.00144038404120899,0.0104079362977682,0.00709187388710707,"YOR260W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YDR002W",7,1,90,9,"MF_GTPase binding"
"MF","GO:0001883","purine nucleoside binding",0.07,0.0180024234031504,0.00203287146459961,0.0119832423176398,0.00816527319576019,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C/YFL037W",7,1,90,9,"MF_purine nucleoside binding"
"MF","GO:0005525","GTP binding",0.07,0.0180024234031504,0.00203287146459961,0.0119832423176398,0.00816527319576019,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C/YFL037W",7,1,90,9,"MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.07,0.0180024234031504,0.00203287146459961,0.0119832423176398,0.00816527319576019,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C/YFL037W",7,1,90,9,"MF_guanyl nucleotide binding"
"MF","GO:0032550","purine ribonucleoside binding",0.07,0.0180024234031504,0.00203287146459961,0.0119832423176398,0.00816527319576019,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C/YFL037W",7,1,90,9,"MF_purine ribonucleoside binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.07,0.0180024234031504,0.00203287146459961,0.0119832423176398,0.00816527319576019,"YHR005C/YJR072C/YBR025C/YDL055C/YOR165W/YML085C/YFL037W",7,1,90,9,"MF_guanyl ribonucleotide binding"
"BP","GO:0098656","anion transmembrane transport",0.07,0.0172711571675302,0.00159984324596109,0.0426243574883453,0.0357699329851698,"YER145C/YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",7,1,90,9,"BP_anion transmembrane transport"
"BP","GO:0048284","organelle fusion",0.07,0.0184801381692573,0.00236248390647126,0.0448517824455306,0.0376391656526604,"YHR005C/YPL249C/YBL050W/YBR080C/YOR165W/YEL013W/YJL012C",7,1,90,9,"BP_organelle fusion"
"MF","GO:0019829","cation-transporting ATPase activity",0.06,0.00744330967630258,8.40096601304417e-05,0.00110695081583641,0.00075426629838477,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,90,9,"MF_cation-transporting ATPase activity"
"MF","GO:0022853","active ion transmembrane transporter activity",0.06,0.00778951012636316,0.000109146229921846,0.00116422645249969,0.000793293400434471,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,90,9,"MF_active ion transmembrane transporter activity"
"MF","GO:0042625","ATPase coupled ion transmembrane transporter activity",0.06,0.00778951012636316,0.000109146229921846,0.00116422645249969,0.000793293400434471,"YJR121W/YBR039W/YEL031W/YDL185W/YBR127C/YLR447C",6,1,90,9,"MF_ATPase coupled ion transmembrane transporter activity"
"MF","GO:0005342","organic acid transmembrane transporter activity",0.06,0.0143673186775143,0.0029804054962241,0.016690270778855,0.0113725999198025,"YDR508C/YGR191W/YPL058C/YBR069C/YMR241W/YPR058W",6,1,90,9,"MF_organic acid transmembrane transporter activity"
"MF","GO:0008514","organic anion transmembrane transporter activity",0.06,0.0162714211528475,0.00552111037046981,0.0281074709769372,0.0191521771224431,"YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",6,1,90,9,"MF_organic anion transmembrane transporter activity"
"MF","GO:0008509","anion transmembrane transporter activity",0.06,0.0186948243032716,0.0106959196758348,0.0499142918205624,0.0340111480920186,"YDR508C/YGR191W/YNR013C/YBR069C/YMR241W/YPR058W",6,1,90,9,"MF_anion transmembrane transporter activity"
"BP","GO:1903825","organic acid transmembrane transport",0.06,0.0112262521588946,0.000827784638123232,0.0416797487068097,0.0349772267767074,"YDR508C/YGR191W/YPL058C/YBR069C/YMR241W/YPR058W",6,1,90,9,"BP_organic acid transmembrane transport"
"BP","GO:0006997","nucleus organization",0.06,0.0124352331606218,0.00142086118538775,0.0426243574883453,0.0357699329851698,"YHR005C/YLR347C/YKR082W/YML103C/YJL039C/YDR457W",6,1,90,9,"BP_nucleus organization"
"MF","GO:0046961","proton-transporting ATPase activity, rotational mechanism",0.05,0.00311580405054527,1.00732939229115e-05,0.000380122713996105,0.000259012187638324,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,90,9,"MF_proton-transporting ATPase activity, rotational mechanism"
"MF","GO:0036442","proton-exporting ATPase activity",0.05,0.00346200450060585,1.77329974721182e-05,0.000388780043205728,0.000264911213650519,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,90,9,"MF_proton-exporting ATPase activity"
"CC","GO:0101031","chaperone complex",0.05,0.00276052449965493,5.19540779533777e-06,0.00105986319024891,0.000973455355336972,"YIL142W/YJR064W/YDR188W/YDR212W/YJL012C",5,1,90,9,"CC_chaperone complex"
"MF","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.05,0.00553920720096936,0.000195327295933069,0.0019887870131367,0.00135514152680837,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,90,9,"MF_ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"BP","GO:0061077","chaperone-mediated protein folding",0.05,0.00276338514680484,5.22156859513328e-06,0.00335068555425179,0.00281186168642505,"YIL142W/YJR064W/YDR188W/YDL100C/YDR212W",5,1,90,9,"BP_chaperone-mediated protein folding"
"BP","GO:0006458","'de novo' protein folding",0.05,0.00431778929188256,5.61319349316282e-05,0.00810705517369659,0.00680335933156276,"YIL142W/YJR064W/YDR188W/YHR064C/YDR212W",5,1,90,9,"BP_'de novo' protein folding"
"MF","GO:0005085","guanyl-nucleotide exchange factor activity",0.05,0.00900121170157521,0.00191783130302573,0.0119832423176398,0.00816527319576019,"YOR260W/YEL022W/YDL100C/YLR347C/YNL297C",5,1,90,9,"MF_guanyl-nucleotide exchange factor activity"
"CC","GO:0016469","proton-transporting two-sector ATPase complex",0.05,0.00603864734299517,0.000297677679219096,0.0121452493121391,0.0111550793475788,"YJR121W/YBR039W/YDL185W/YBR127C/YLR447C",5,1,90,9,"CC_proton-transporting two-sector ATPase complex"
"MF","GO:0015238","drug transmembrane transporter activity",0.05,0.0109053141769084,0.00446587647609914,0.0232641007127025,0.0158519483239749,"YDR508C/YGR191W/YBR069C/YPR156C/YPR058W",5,1,90,9,"MF_drug transmembrane transporter activity"
"BP","GO:0006606","protein import into nucleus",0.05,0.00880829015544041,0.00174003587804587,0.0426243574883453,0.0357699329851698,"YLR347C/YKR082W/YML103C/YMR235C/YDR002W",5,1,90,9,"BP_protein import into nucleus"
"BP","GO:0051170","import into nucleus",0.05,0.00967184801381693,0.00264358468559878,0.0465806227361633,0.0390899910722553,"YLR347C/YKR082W/YML103C/YMR235C/YDR002W",5,1,90,9,"BP_import into nucleus"
"MF","GO:0044183","protein binding involved in protein folding",0.04,0.0022503029253938,5.36195105803285e-05,0.000750673148124599,0.000511501910141292,"YIL142W/YJR064W/YDR188W/YDR212W",4,1,90,9,"MF_protein binding involved in protein folding"
"CC","GO:0005832","chaperonin-containing T-complex",0.04,0.00189786059351277,2.50931229120463e-05,0.00255949853702872,0.00235082940965487,"YIL142W/YJR064W/YDR188W/YDR212W",4,1,90,9,"CC_chaperonin-containing T-complex"
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.04,0.00363510472563614,0.000403461443176921,0.00376564013631793,0.00256587321318656,"YGR175C/YLR056W/YMR015C/YGL055W",4,1,90,9,"MF_oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain",0.04,0.00224292615596963,5.29406906439367e-05,0.00359996696378769,0.00330647120513008,"YJR121W/YBR039W/YDL185W/YBR127C",4,1,90,9,"CC_proton-transporting two-sector ATPase complex, catalytic domain"
"MF","GO:0015179","L-amino acid transmembrane transporter activity",0.04,0.00432750562575731,0.00080863372184244,0.00646906977473952,0.00440796577696067,"YDR508C/YGR191W/YBR069C/YPR058W",4,1,90,9,"MF_L-amino acid transmembrane transporter activity"
"BP","GO:0006895","Golgi to endosome transport",0.04,0.00310880829015544,0.000212849090254715,0.0225536174432403,0.0189267693885696,"YGL206C/YDR141C/YHR108W/YNL297C",4,1,90,9,"BP_Golgi to endosome transport"
"MF","GO:0015171","amino acid transmembrane transporter activity",0.04,0.00761640990133287,0.00675135554448632,0.0336067475992208,0.0228993345953337,"YDR508C/YGR191W/YBR069C/YPR058W",4,1,90,9,"MF_amino acid transmembrane transporter activity"
"BP","GO:0032386","regulation of intracellular transport",0.04,0.00414507772020725,0.000682576580197687,0.0393865488567103,0.0330527964792634,"YHR005C/YDR335W/YJL039C/YPR181C",4,1,90,9,"BP_regulation of intracellular transport"
"MF","GO:0000287","magnesium ion binding",0.04,0.00865501125151463,0.0105859953241477,0.0499142918205624,0.0340111480920186,"YOR136W/YMR108W/YKL181W/YOL061W",4,1,90,9,"MF_magnesium ion binding"
"BP","GO:0006696","ergosterol biosynthetic process",0.04,0.00535405872193437,0.00184246941004691,0.0426243574883453,0.0357699329851698,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_ergosterol biosynthetic process"
"BP","GO:0016129","phytosteroid biosynthetic process",0.04,0.00535405872193437,0.00184246941004691,0.0426243574883453,0.0357699329851698,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_phytosteroid biosynthetic process"
"BP","GO:0044108","cellular alcohol biosynthetic process",0.04,0.00535405872193437,0.00184246941004691,0.0426243574883453,0.0357699329851698,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_cellular alcohol biosynthetic process"
"BP","GO:0097384","cellular lipid biosynthetic process",0.04,0.00535405872193437,0.00184246941004691,0.0426243574883453,0.0357699329851698,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_cellular lipid biosynthetic process"
"BP","GO:1902653","secondary alcohol biosynthetic process",0.04,0.00552677029360967,0.00207806426032084,0.0437692284830077,0.036730697232864,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_secondary alcohol biosynthetic process"
"BP","GO:0007029","endoplasmic reticulum organization",0.04,0.00569948186528497,0.00233369670784232,0.0448517824455306,0.0376391656526604,"YDR141C/YDL100C/YOR165W/YML072C",4,1,90,9,"BP_endoplasmic reticulum organization"
"BP","GO:0008204","ergosterol metabolic process",0.04,0.00587219343696028,0.00261020336303791,0.0465806227361633,0.0390899910722553,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_ergosterol metabolic process"
"BP","GO:0016128","phytosteroid metabolic process",0.04,0.00587219343696028,0.00261020336303791,0.0465806227361633,0.0390899910722553,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_phytosteroid metabolic process"
"BP","GO:1902652","secondary alcohol metabolic process",0.04,0.00604490500863558,0.00290841079161644,0.0498373442427834,0.0418229990730214,"YGR175C/YLR056W/YMR015C/YHR190W",4,1,90,9,"BP_secondary alcohol metabolic process"
"MF","GO:0016409","palmitoyltransferase activity",0.03,0.00207720270036351,0.000988520588630694,0.00738095372844252,0.0050293152754895,"YKL182W/YMR296C/YDR062W",3,1,90,9,"MF_palmitoyltransferase activity"
"MF","GO:0017056","structural constituent of nuclear pore",0.03,0.00432750562575731,0.00878006798717795,0.0427551136766926,0.0291329486988742,"YKR082W/YML103C/YJL039C",3,1,90,9,"MF_structural constituent of nuclear pore"
"BP","GO:0046822","regulation of nucleocytoplasmic transport",0.03,0.00224525043177893,0.00126081998292569,0.0426243574883453,0.0357699329851698,"YHR005C/YDR335W/YJL039C",3,1,90,9,"BP_regulation of nucleocytoplasmic transport"
"BP","GO:0006409","tRNA export from nucleus",0.03,0.00259067357512953,0.00195611392303939,0.0426243574883453,0.0357699329851698,"YDR335W/YKR082W/YMR235C",3,1,90,9,"BP_tRNA export from nucleus"
"BP","GO:0006874","cellular calcium ion homeostasis",0.03,0.00259067357512953,0.00195611392303939,0.0426243574883453,0.0357699329851698,"YLR220W/YEL031W/YBR127C",3,1,90,9,"BP_cellular calcium ion homeostasis"
"BP","GO:0071431","tRNA-containing ribonucleoprotein complex export from nucleus",0.03,0.00259067357512953,0.00195611392303939,0.0426243574883453,0.0357699329851698,"YDR335W/YKR082W/YMR235C",3,1,90,9,"BP_tRNA-containing ribonucleoprotein complex export from nucleus"
"BP","GO:0055074","calcium ion homeostasis",0.03,0.00276338514680484,0.00237752329641435,0.0448517824455306,0.0376391656526604,"YLR220W/YEL031W/YBR127C",3,1,90,9,"BP_calcium ion homeostasis"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.213592233009709,0.0718241606092073,2.5962259315091e-06,0.000216335815069458,0.000146392656813919,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YPL226W/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",22,1,90,11,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.213592233009709,0.0758047767393562,6.30784673418853e-06,0.000216335815069458,0.000146392656813919,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YPL226W/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",22,1,90,11,"MF_pyrophosphatase activity"
"MF","GO:0016817","hydrolase activity, acting on acid anhydrides",0.213592233009709,0.0758047767393562,6.30784673418853e-06,0.000216335815069458,0.000146392656813919,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YPL226W/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",22,1,90,11,"MF_hydrolase activity, acting on acid anhydrides"
"MF","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.213592233009709,0.0758047767393562,6.30784673418853e-06,0.000216335815069458,0.000146392656813919,"YJR121W/YBR039W/YDL100C/YHR005C/YGL201C/YLR188W/YLR106C/YPL226W/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C/YLR447C",22,1,90,11,"MF_hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"BP","GO:0055085","transmembrane transport",0.194174757281553,0.0792609221205319,0.000132439245449025,0.0133839594632234,0.0110850419054849,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YDL022W/YGR191W/YLR188W/YPL058C/YNR013C/YLR378C/YEL031W/YJR045C/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",20,1,90,11,"BP_transmembrane transport"
"MF","GO:0005215","transporter activity",0.184466019417476,0.0739010038075459,0.000156862240979952,0.00167319723711949,0.00113223873188537,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YLR347C/YLR188W/YPL058C/YNR013C/YLR378C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",19,1,90,11,"MF_transporter activity"
"BP","GO:0019637","organophosphate metabolic process",0.184466019417476,0.0768433776549819,0.000260918872537122,0.014230685487628,0.0117863286576438,"YLR153C/YGL234W/YJR121W/YBR039W/YHR190W/YPL110C/YDL022W/YLR347C/YML120C/YCR012W/YKL181W/YOL061W/YJL026W/YML072C/YJL130C/YBL039C/YDL185W/YBR127C/YKL126W",19,1,90,11,"BP_organophosphate metabolic process"
"MF","GO:0016887","ATPase activity",0.174757281553398,0.0514018691588785,3.85201870874886e-06,0.000216335815069458,0.000146392656813919,"YJR121W/YBR039W/YDL100C/YGL201C/YLR188W/YLR106C/YPL226W/YJR072C/YBR025C/YPL058C/YOR117W/YDR190C/YBR080C/YEL031W/YJR045C/YDL185W/YBR127C/YLR447C",18,1,90,11,"MF_ATPase activity"
"MF","GO:0022857","transmembrane transporter activity",0.174757281553398,0.0612668743509865,4.30947081648723e-05,0.000689515330637956,0.000466589321484331,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YLR188W/YPL058C/YNR013C/YLR378C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",18,1,90,11,"MF_transmembrane transporter activity"
"BP","GO:0055086","nucleobase-containing small molecule metabolic process",0.174757281553398,0.0518045242617855,4.30602495227564e-06,0.00311523338762544,0.00258014025984482,"YLR153C/YGL234W/YJR121W/YBR039W/YJR109C/YDL022W/YML120C/YCR012W/YKL181W/YOL061W/YDL055C/YDL103C/YJL026W/YOR184W/YJL130C/YBL039C/YDL185W/YBR127C",18,1,90,11,"BP_nucleobase-containing small molecule metabolic process"
"BP","GO:1901135","carbohydrate derivative metabolic process",0.174757281553398,0.0668278362977033,0.00013349359270022,0.0133839594632234,0.0110850419054849,"YLR153C/YGL234W/YJR121W/YBR039W/YDR099W/YDL022W/YJL186W/YML120C/YCR012W/YKL181W/YOL061W/YDL055C/YDL103C/YJL026W/YJL130C/YBL039C/YDL185W/YBR127C",18,1,90,11,"BP_carbohydrate derivative metabolic process"
"BP","GO:0043436","oxoacid metabolic process",0.174757281553398,0.0771887411500604,0.000782453419835827,0.0223950189930695,0.0185483021444027,"YLR153C/YGL148W/YPL160W/YJR109C/YKL182W/YOR136W/YER086W/YMR108W/YGL055W/YCR012W/YNR013C/YER023W/YOR184W/YGL026C/YJL130C/YBL039C/YJL012C/YOL097C",18,1,90,11,"BP_oxoacid metabolic process"
"BP","GO:0006082","organic acid metabolic process",0.174757281553398,0.077534104645139,0.000824622792380465,0.0223950189930695,0.0185483021444027,"YLR153C/YGL148W/YPL160W/YJR109C/YKL182W/YOR136W/YER086W/YMR108W/YGL055W/YCR012W/YNR013C/YER023W/YOR184W/YGL026C/YJL130C/YBL039C/YJL012C/YOL097C",18,1,90,11,"BP_organic acid metabolic process"
"BP","GO:0044283","small molecule biosynthetic process",0.16504854368932,0.0675185632878605,0.000466319996054552,0.018509316766473,0.0153300338783926,"YGL148W/YJR109C/YGR175C/YLR056W/YMR015C/YHR190W/YKL182W/YOR136W/YER086W/YMR108W/YGL055W/YCR012W/YER023W/YOR184W/YGL026C/YJL130C/YBL039C",17,1,90,11,"BP_small molecule biosynthetic process"
"BP","GO:0006886","intracellular protein transport",0.16504854368932,0.0758072871697462,0.00171055989249775,0.0348645035501563,0.0288759454128182,"YDL100C/YHR108W/YHR005C/YDL022W/YPL249C/YLR347C/YNL297C/YDR335W/YPL226W/YKR082W/YML103C/YMR235C/YBL050W/YPR181C/YLR378C/YJR045C/YDR002W",17,1,90,11,"BP_intracellular protein transport"
"CC","GO:0098796","membrane protein complex",0.155339805825243,0.0574435052613421,0.000225320436243984,0.0114913422484432,0.0105544835924814,"YJR121W/YBR039W/YGL206C/YLR342W/YER145C/YHR108W/YHR005C/YMR296C/YDR062W/YBL050W/YPR181C/YLR378C/YJR045C/YDL185W/YBR127C/YLR447C",16,1,90,11,"CC_membrane protein complex"
"BP","GO:0006811","ion transport",0.155339805825243,0.0647556553272319,0.000855819725456447,0.0226463065813091,0.0187564269114881,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W/YKL126W",16,1,90,11,"BP_ion transport"
"BP","GO:0050790","regulation of catalytic activity",0.155339805825243,0.0682092902780176,0.00148709122870904,0.0341039588450606,0.0282460369055377,"YCR093W/YOR260W/YGL195W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YGR233C/YMR235C/YBL050W/YJR045C/YPL106C/YKL010C/YKL126W/YDR002W",16,1,90,11,"BP_regulation of catalytic activity"
"BP","GO:0065009","regulation of molecular function",0.155339805825243,0.0721809704714212,0.00266252761937961,0.0405121489310887,0.0335535138025744,"YCR093W/YOR260W/YGL195W/YEL022W/YDL100C/YPL249C/YLR347C/YNL297C/YGR233C/YMR235C/YBL050W/YJR045C/YPL106C/YKL010C/YKL126W/YDR002W",16,1,90,11,"BP_regulation of molecular function"
"BP","GO:0019752","carboxylic acid metabolic process",0.155339805825243,0.0742531514418926,0.00353486307214957,0.0451126957387113,0.0373638402079086,"YLR153C/YGL148W/YPL160W/YJR109C/YKL182W/YOR136W/YER086W/YMR108W/YGL055W/YCR012W/YER023W/YOR184W/YGL026C/YJL130C/YBL039C/YOL097C",16,1,90,11,"BP_carboxylic acid metabolic process"
"MF","GO:0015075","ion transmembrane transporter activity",0.145631067961165,0.0463828314295604,6.87246727100698e-05,0.000962145417940977,0.000651075846726977,"YJR121W/YBR039W/YLR220W/YER145C/YDR508C/YGR191W/YNR013C/YEL031W/YBR069C/YPR156C/YDL185W/YBR127C/YLR447C/YMR241W/YPR058W",15,1,90,11,"MF_ion transmembrane transporter activity"
